,Name
100174,Clostridium peptidivorans
1946364,Clostridium sp. UBA4746
29367,Clostridium puniceum
1495,Clostridium cylindrosporum
1520,Clostridium beijerinckii
1449050,Clostridium sp. KNHs205
1637501,Clostridium sp. K4410.MGS-306
1816694,Clostridium sp. Marseille-P2538
225345,Clostridium chromiireducens
238834,Clostridium estertheticum
1540257,Clostridium sp. KNHs214
1761781,Clostridium sp. DSM 8431
1805470,Clostridium nigeriense
1896977,Clostridium sp. 26_21
2045012,Clostridium minihomine
747377,Clostridium sp. DMHC 10
84024,Clostridium disporicum
1492,Clostridium butyricum
36845,Clostridium intestinale
1529,Clostridium cadaveris
1493,Clostridium cellulovorans
84698,Clostridium frigidicarnis
1896978,Clostridium sp. 26_22
1354301,Clostridium sp. BL8
36745,Clostridium saccharoperbutylacetonicum
1551,Clostridium aurantibutyricum
1499684,Clostridium sp. CL-2
457396,Clostridium sp. 7_2_43FAA
1499683,Clostridium sp. CL-6
1946346,Clostridium sp. UBA1056
1848158,Clostridium sp. Bc-iso-3
97138,Clostridium sp. ASF356
1504,Clostridium septicum
33954,Clostridium magnum
1560217,Clostridium sp. L74
1660094,Clostridium sp. SCN 57-10
1534,Clostridium kluyveri
1805472,Clostridium mediterraneense
1391647,Clostridium sp. Ade.TY
1347366,Clostridium sp. ND2
1163671,Clostridium sp. 12(A)
1519,Clostridium tyrobutyricum
1325933,Clostridium polynesiense
179628,Clostridium colicanis
219748,Clostridium tunisiense
1962263,Clostridium tepidum
137838,Clostridium neonatale
332101,Clostridium drakei
119641,Clostridium uliginosum
349933,Clostridium hydrogeniformans
1352601,Clostridium sp. LS
29372,Clostridium thermobutyricum
1946352,Clostridium sp. UBA2485
1946374,Clostridium sp. UBA699
46867,Clostridium chauvoei
1542,Clostridium novyi
318464,Clostridium sulfidigenes
1538,Clostridium ljungdahlii
1216932,Clostridium bornimense
1946370,Clostridium sp. UBA6640
1502,Clostridium perfringens
394958,Clostridium taeniosporum
1958780,Clostridium merdae
1121298,Clostridium amylolyticum
84022,Clostridium aceticum
1946375,Clostridium sp. UBA701
1776758,Clostridium sp. N3C
1513,Clostridium tetani
1548,Clostridium scatologenes
1881060,Clostridium sp. USBA 49
2003589,Clostridium sp. BSD9I1
1896980,Clostridium sp. 28_12
1561,Clostridium baratii
29341,Clostridium argentinense
1705578,Clostridium coskatii
420412,Clostridium tepidiprofundi
1676991,Clostridium sp. ATCC 25772
1494,Clostridium cochlearium
349931,Clostridium cavendishii
37659,Clostridium algidicarnis
641107,Clostridium sp. DL-VIII
1946367,Clostridium sp. UBA5530
40575,Clostridium grantii
1946358,Clostridium sp. UBA4108
1095012,Clostridium sp. Hs50
1105031,Clostridium sp. MSTE9
1137848,Clostridium arbusti
349938,Clostridium sp. BL-8
1667357,Clostridium sp. C8
319475,Clostridium lundense
1414721,Clostridium jeddahense
1450648,Clostridium oryzae
1465809,Clostridium senegalense
1470356,Clostridium ihumii
1946372,Clostridium sp. UBA6758
217159,Clostridium carboxidivorans
217158,Clostridium ragsdalei
1896989,Clostridium sp. CAG:354_28_25
1193532,uncultured Butyricicoccus sp.
1828555,Butyricicoccus sp. N15.MGS-46
1828556,Butyricicoccus sp. N54.MGS-46
501571,Butyricicoccus pullicaecorum
1945634,Butyricicoccus porcorum
154046,Hungatella hathewayi
1946598,Hungatella sp. UBA5385
1946596,Hungatella sp. UBA4396
1946595,Hungatella sp. UBA3402
1946602,Hungatella sp. UBA6642
1946601,Hungatella sp. UBA5982
1946593,Hungatella sp. UBA3048
1946597,Hungatella sp. UBA4568
1946603,Hungatella sp. UBA7603
1946599,Hungatella sp. UBA5640
1870991,Massilioclostridium coli
341220,Lactonifactor longoviformis
1658742,Clostridiaceae bacterium JG1575
1671645,Clostridiaceae bacterium DTU079
1671644,Clostridiaceae bacterium DTU059
1951576,Clostridiaceae bacterium UBA4839
1951583,Clostridiaceae bacterium UBA5444
208226,Alkaliphilus metalliredigens
114628,Alkaliphilus transvaalensis
461876,Alkaliphilus oremlandii
426129,Alkaliphilus peptidifermentans
1872455,Alkaliphilus sp.
1147123,Caloramator quimbayensis
515264,Caloramator australicus
908809,Caloramator mitchellensis
1798184,Sarcina sp. DSM 11001
1585974,Beduini massiliensis
390806,Geosporobacter subterraneus
1424294,Geosporobacter ferrireducens
398199,Proteiniclasticum ruminis
1650662,Desnuesiella massiliensis
655338,Fervidicella metallireducens
288966,Lutispora thermophila
191027,Paramaledivibacter caminithermalis
53422,Thermobrachium celere
1658111,Inediibacterium massiliense
1478221,Anaeromicrobium sediminis
520762,Thermotalea metallivorans
36849,Oxobacter pfennigii
1304284,Caldisalinibacter kiritimatiensis
408753,Clostridiisalibacter paucivorans
36842,Maledivibacter halophilus
166485,Caminicella sporogenes
39488,[Eubacterium] hallii
39490,Eubacterium ramulus
39485,[Eubacterium] eligens
165185,uncultured Eubacterium sp.
1262895,Eubacterium sp. CAG:86
1262881,Eubacterium sp. CAG:161
1262884,Eubacterium sp. CAG:202
1262889,Eubacterium sp. CAG:38
1262880,Eubacterium sp. CAG:156
1262885,Eubacterium sp. CAG:248
1262883,Eubacterium sp. CAG:192
1262888,Eubacterium sp. CAG:274
1262890,Eubacterium sp. CAG:581
1262882,Eubacterium sp. CAG:180
1262887,Eubacterium sp. CAG:252
1262893,Eubacterium sp. CAG:786
1262886,Eubacterium sp. CAG:251
1262894,Eubacterium sp. CAG:841
1262878,Eubacterium sp. CAG:115
39496,Eubacterium ventriosum
457402,Eubacterium sp. 3_1_31
1946473,Eubacterium sp. UBA3279
53442,Eubacterium callanderi
97253,Eubacterium plexicaudatum
1519438,Eubacterium sp. ER2
155865,Eubacterium pyruvativorans
1965542,Eubacterium sp. An11
29322,[Eubacterium] cellulosolvens
1235790,Eubacterium sp. 14-2
1946479,Eubacterium sp. UBA3782
1732,Eubacterium oxidoreducens
1946480,Eubacterium sp. UBA4238
1946477,Eubacterium sp. UBA3720
2041044,Eubacterium maltosivorans
42322,Eubacterium ruminantium
39495,Eubacterium uniforme
1261640,Eubacterium sp. 68-3-10
290054,Eubacterium coprostanoligenes
39497,Eubacterium xylanophilum
1946482,Eubacterium sp. UBA4343
1946483,Eubacterium sp. UBA5416
1946486,Eubacterium sp. UBA7775
1658112,Eubacterium sp. SB2
81409,Eubacterium aggregans
1392487,Eubacterium sp. AB3007
1528,Eubacterium barkeri
1736,Eubacterium limosum
1780380,Eubacteriaceae bacterium CHKCI004
1951765,Eubacteriaceae bacterium UBA4266
1951762,Eubacteriaceae bacterium UBA1048
1951767,Eubacteriaceae bacterium UBA7485
1871029,Intestinibacillus massiliensis
52689,Acetobacterium bakii
52694,Acetobacterium wieringae
1945908,Acetobacterium sp. UBA6819
235931,Alkalibacter saccharofermentans
113287,Pseudoramibacter alactolyticus
214853,Anaerofustis stercorihominis
1897011,Oscillibacter sp. 57_20
876091,uncultured Oscillibacter sp.
1262910,Oscillibacter sp. CAG:155
1262911,Oscillibacter sp. CAG:241
1519439,Oscillibacter sp. ER4
1855299,Oscillibacter sp. PC13
1897012,Oscillibacter sp. CAG:241_62_21
1235797,Oscillibacter sp. 1-3
1263547,Oscillibacter ruminantium
351091,Oscillibacter valericigenes
1947021,Oscillibacter sp. UBA6647
1952969,Oscillospiraceae bacterium UBA4632
1930019,Oscillospiraceae bacterium Zagget6
1952966,Oscillospiraceae bacterium UBA1230
1952970,Oscillospiraceae bacterium UBA6359
1952972,Oscillospiraceae bacterium UBA6409
1952971,Oscillospiraceae bacterium UBA6370
1952974,Oscillospiraceae bacterium UBA790
1952967,Oscillospiraceae bacterium UBA3295
1930020,Oscillospiraceae bacterium Zagget12
1715004,Clostridiales bacterium KLE1615
1232453,Clostridiales bacterium VE202-21
1780379,Clostridiales bacterium CHKCI006
1674841,Clostridiales bacterium Firm_03
457421,Clostridiales bacterium 1_7_47FAA
1950922,Clostridiales bacterium UBA7044
1950876,Clostridiales bacterium UBA4224
1232452,Clostridiales bacterium VE202-14
877414,Clostridiales bacterium NK3B98
1950924,Clostridiales bacterium UBA7103
1232438,Clostridiales bacterium VE202-01
1780378,Clostridiales bacterium CHKCI001
1232447,Clostridiales bacterium VE202-09
1950825,Clostridiales bacterium UBA1701
1950869,Clostridiales bacterium UBA3805
1950886,Clostridiales bacterium UBA4696
1950872,Clostridiales bacterium UBA3953
1950930,Clostridiales bacterium UBA735
1232444,Clostridiales bacterium VE202-15
1950912,Clostridiales bacterium UBA6386
1950822,Clostridiales bacterium UBA1390
1950883,Clostridiales bacterium UBA4644
1232460,Clostridiales bacterium VE202-28
1950853,Clostridiales bacterium UBA3259
1898207,Clostridiales bacterium
1950935,Clostridiales bacterium UBA7739
1950913,Clostridiales bacterium UBA6388
1950916,Clostridiales bacterium UBA6468
1950910,Clostridiales bacterium UBA6330
1950827,Clostridiales bacterium UBA1728
1497955,Clostridiales bacterium KA00274
1950904,Clostridiales bacterium UBA5888
1950889,Clostridiales bacterium UBA4706
1674848,Clostridiales bacterium Firm_10
1950929,Clostridiales bacterium UBA7273
1674852,Clostridiales bacterium Firm_14
1950820,Clostridiales bacterium UBA1381
1676158,Clostridiales bacterium DTU087
1676156,Clostridiales bacterium DTU078
1950909,Clostridiales bacterium UBA6114
1950907,Clostridiales bacterium UBA5909
1797682,Clostridiales bacterium GWF2_36_10
1950849,Clostridiales bacterium UBA2907
1674842,Clostridiales bacterium Firm_04
1950824,Clostridiales bacterium UBA1446
1950852,Clostridiales bacterium UBA3223
1950834,Clostridiales bacterium UBA1770
1950842,Clostridiales bacterium UBA2658
1950838,Clostridiales bacterium UBA1779
1950915,Clostridiales bacterium UBA644
1950900,Clostridiales bacterium UBA5448
1950918,Clostridiales bacterium UBA6981
1674845,Clostridiales bacterium Firm_07
1674846,Clostridiales bacterium Firm_08
1950828,Clostridiales bacterium UBA1738
1674850,Clostridiales bacterium Firm_12
1950808,Clostridiales bacterium UBA1194
1950873,Clostridiales bacterium UBA4039
1671650,Clostridiales bacterium DTU032
1674849,Clostridiales bacterium Firm_11
1321777,Clostridiales bacterium oral taxon 876
1671655,Clostridiales bacterium DTU070
1950859,Clostridiales bacterium UBA3582
1676160,Clostridiales bacterium DTU024
1950829,Clostridiales bacterium UBA1740
1950850,Clostridiales bacterium UBA2922
1950832,Clostridiales bacterium UBA1758
1950934,Clostridiales bacterium UBA7573
1895747,Clostridiales bacterium 43-6
1950892,Clostridiales bacterium UBA4821
1950899,Clostridiales bacterium UBA5446
1605376,Clostridiales bacterium PH28_bin88
1950911,Clostridiales bacterium UBA6363
1674854,Clostridiales bacterium Firm_16
1950920,Clostridiales bacterium UBA7001
1676154,Clostridiales bacterium DTU035
1950917,Clostridiales bacterium UBA6473
1950891,Clostridiales bacterium UBA4717
1950933,Clostridiales bacterium UBA7568
1950847,Clostridiales bacterium UBA2875
1950931,Clostridiales bacterium UBA738
1950914,Clostridiales bacterium UBA6412
1950919,Clostridiales bacterium UBA6999
1950908,Clostridiales bacterium UBA5962
1671661,Clostridiales bacterium DTU089
1950862,Clostridiales bacterium UBA3678
1671651,Clostridiales bacterium DTU036
1950894,Clostridiales bacterium UBA4959
1950875,Clostridiales bacterium UBA4139
1950878,Clostridiales bacterium UBA4304
1671647,Clostridiales bacterium DTU012
1950888,Clostridiales bacterium UBA4701
1797683,Clostridiales bacterium GWF2_38_85
1950812,Clostridiales bacterium UBA1246
1686289,Clostridiales bacterium mt11
1676157,Clostridiales bacterium DTU086
1676153,Clostridiales bacterium DTU033
1797680,Clostridiales bacterium GWD2_32_59
1671656,Clostridiales bacterium DTU072
1674851,Clostridiales bacterium Firm_13
1950837,Clostridiales bacterium UBA1777
1674844,Clostridiales bacterium Firm_06
1950806,Clostridiales bacterium UBA1049
1950830,Clostridiales bacterium UBA1742
1674843,Clostridiales bacterium Firm_05
1950831,Clostridiales bacterium UBA1752
1673726,Clostridiales bacterium SIT11
1950835,Clostridiales bacterium UBA1774
1950836,Clostridiales bacterium UBA1775
384638,[Bacteroides] pectinophilus
1297617,Intestinimonas butyriciproducens
1673721,Intestinimonas massiliensis
420336,Epulopiscium sp. 'N.t. morphotype B'
1764963,Epulopiscium sp. Nele67-Bin005
1884656,Epulopiscium sp. Nuni2H_MBin001
1764958,Epulopiscium sp. AS2M-Bin001
1764962,Epulopiscium sp. Nele67-Bin004
1884657,Epulopiscium sp. Nuni2H_MBin003
938289,Levyella massiliensis
415015,Proteiniborus ethanoligenes
1889883,Proteiniborus sp. DW1
312168,Anaerovirgula multivorans
1496,Clostridioides difficile
1540,Clostridioides mangenotii
1261,Peptostreptococcus anaerobius
72304,Peptostreptococcus sp. D1
1219626,Peptostreptococcus sp. MV1
341694,Peptostreptococcus stomatis
2045015,Peptostreptococcus sp. Marseille-P4308
29359,Asaccharospora irregularis
1776391,Romboutsia timonensis
1720299,Romboutsia sp. MT17
1301100,[Clostridium] dakarense
2020949,Romboutsia weinsteinii
1537,Romboutsia lituseburensis
2020948,Romboutsia maritimum
1871336,Criibacterium bergeronii
261299,Intestinibacter bartlettii
1476973,Peptostreptococcaceae bacterium VA2
936556,Peptostreptococcaceae bacterium AS15
89152,[Clostridium] hiranonis
1321783,Peptostreptococcaceae bacterium oral taxon 113
214905,Tepidibacter thalassicus
655607,Tepidibacter mesophilus
227138,Tepidibacter formicigenes
796937,Peptoanaerobacter stomatis
39498,[Eubacterium] yurii
1505,Paeniclostridium sordellii
143361,Filifactor alocis
1511,Acetoanaerobium sticklandii
745369,Acetoanaerobium noterae
1629550,Paraclostridium benzoelyticum
1776384,Emergencia timonensis
1951596,Clostridiales bacterium UBA643
1230734,Clostridiales bacterium S5-A14a
1951594,Clostridiales bacterium UBA2867
1951598,Clostridiales bacterium UBA7285
1951595,Clostridiales bacterium UBA5460
1870997,Ileibacterium massiliense
51123,[Eubacterium] saphenum
35519,Mogibacterium timidum
86332,Mogibacterium pumilum
56774,[Eubacterium] infirmum
35517,[Eubacterium] brachy
35518,[Eubacterium] nodatum
109327,Anaerovorax odorimutans
143393,[Eubacterium] sulci
1871012,Mobilibacterium timonense
65403,Acidaminobacter hydrogenoformans
1048380,Fusibacter sp. 3D3
28034,Sulfobacillus thermosulfidooxidans
53633,Sulfobacillus acidophilus
73919,Thermaerobacter marianensis
175696,Thermaerobacter subterraneus
285110,Carboxydocella sporoproducens
1930012,Christensenellaceae bacterium Phil1
1930013,Christensenellaceae bacterium Phil7
1930014,Christensenellaceae bacterium Phil10
626937,Christensenella minuta
1805714,Christensenella massiliensis
1816678,Christensenella timonensis
1851429,Christensenella sp. AF73-05CM02
1946247,Catabacter sp. UBA1685
1946245,Catabacter sp. UBA1428
1946267,Catabacter sp. UBA4263
1946256,Catabacter sp. UBA3700
1946252,Catabacter sp. UBA2862
1946292,Catabacter sp. UBA7102
1946264,Catabacter sp. UBA3944
1946238,Catabacter sp. UBA1224
1946268,Catabacter sp. UBA4379
1946244,Catabacter sp. UBA1385
1946251,Catabacter sp. UBA2853
1946250,Catabacter sp. UBA2843
1946234,Catabacter sp. UBA1038
1946300,Catabacter sp. UBA7703
1946282,Catabacter sp. UBA6094
1946278,Catabacter sp. UBA5394
1946248,Catabacter sp. UBA1750
1946249,Catabacter sp. UBA1782
1946246,Catabacter sp. UBA1431
1946277,Catabacter sp. UBA5327
1946259,Catabacter sp. UBA3792
1946265,Catabacter sp. UBA4246
1946281,Catabacter sp. UBA5893
1946279,Catabacter sp. UBA5399
1946239,Catabacter sp. UBA1242
1946274,Catabacter sp. UBA4675
1946237,Catabacter sp. UBA1214
1946293,Catabacter sp. UBA7571
1946269,Catabacter sp. UBA4626
1946296,Catabacter sp. UBA7597
1946409,Desulfosporosinus sp. UBA4726
1946412,Desulfosporosinus sp. UBA5188
1946410,Desulfosporosinus sp. UBA4745
1888891,Desulfosporosinus sp. OL
1969835,Desulfosporosinus sp. FKB
329936,Desulfosporosinus lacus
79209,Desulfosporosinus meridiei
476652,Desulfosporosinus acididurans
339862,Desulfosporosinus youngiae
1563,Desulfosporosinus orientis
1952706,Peptococcaceae bacterium UBA3933
1952723,Peptococcaceae bacterium UBA7185
999898,Peptococcaceae bacterium CEB3
1952725,Peptococcaceae bacterium UBA7702
1952707,Peptococcaceae bacterium UBA3937
1952719,Peptococcaceae bacterium UBA6116
1952716,Peptococcaceae bacterium UBA5757
1952722,Peptococcaceae bacterium UBA7144
1952724,Peptococcaceae bacterium UBA7224
1629717,Peptococcaceae bacterium BRH_c4b
1952705,Peptococcaceae bacterium UBA3330
1629715,Peptococcaceae bacterium BRH_c8a
1952717,Peptococcaceae bacterium UBA5767
1531961,Peptococcaceae bacterium BICA1-7
1952715,Peptococcaceae bacterium UBA5755
51616,Desulfitobacterium chlororespirans
142877,Desulfitobacterium metallireducens
49338,Desulfitobacterium hafniense
146907,Desulfitobacterium sp. PCE1
1565,Desulfotomaculum nigrificans
1383067,Desulfotomaculum profundi
1838280,Desulfotomaculum copahuensis
83661,Desulfonispora thiosulfatigenes
51515,Dehalobacterium formicoaceticum
1285191,Desulfofarcimen intricatum
58138,Desulfofarcimen acetoxidans
1947064,Pelotomaculum sp. UBA3102
1947065,Pelotomaculum sp. UBA3103
1947067,Pelotomaculum sp. UBA4789
1734395,Desulfitibacter sp. BRH_c19
55583,Dehalobacter restrictus
1147129,Dehalobacter sp. DCA
341036,Desulfallas arcticus
51197,Syntrophobotulus glycolicus
1755312,Candidatus Dichloromethanomonas elyunquensis
471827,Candidatus Desulforudis audaxviator
1946779,Mageeibacillus sp. UBA1193
1946793,Mageeibacillus sp. UBA5436
1946783,Mageeibacillus sp. UBA1257
1946784,Mageeibacillus sp. UBA3660
884684,Mageeibacillus indolicus
1946787,Mageeibacillus sp. UBA4314
1946785,Mageeibacillus sp. UBA3708
1946796,Mageeibacillus sp. UBA5442
1946797,Mageeibacillus sp. UBA5734
1946798,Mageeibacillus sp. UBA5747
1946799,Mageeibacillus sp. UBA5770
1946786,Mageeibacillus sp. UBA3781
1946781,Mageeibacillus sp. UBA1243
1946780,Mageeibacillus sp. UBA1212
1947402,Hungateiclostridiaceae bacterium UBA3934
1947400,Hungateiclostridiaceae bacterium UBA3577
1947401,Hungateiclostridiaceae bacterium UBA3922
288965,Hungateiclostridium clariflavum
253314,Hungateiclostridium straminisolvens
35830,Hungateiclostridium cellulolyticum
1515,Hungateiclostridium thermocellum
29355,Ruminiclostridium cellobioparum
29362,Ruminiclostridium papyrosolvens
1792311,Petroclostridium xylanilyticum
35825,Pseudobacteroides cellulosolvens
172733,uncultured Clostridiales bacterium
1947640,Syntrophomonas sp. UBA5432
1947615,Syntrophomonas sp. UBA1368
1947618,Syntrophomonas sp. UBA4807
1947625,Syntrophomonas sp. UBA4911
1947633,Syntrophomonas sp. UBA5314
863,Syntrophomonas wolfei
1671631,Syntrophothermus sp. DTU052
86170,Syntrophothermus lipocalidus
54294,Thermosyntropha lipolytica
1637507,Heliobacterium sp. N15.MGS-306
1734398,Gracilibacter sp. BRH_c7a
1473580,Defluviitalea phaphyphila
182411,Anaerobranca californiensis
2734,Symbiobacterium thermophilum
1697788,Clostridia bacterium UC5.1-2H6
1697794,Clostridia bacterium UC5.1-1D1
1697781,Clostridia bacterium UC5.1-2E3
1697787,Clostridia bacterium UC5.1-1D10
1697793,Clostridia bacterium UC5.1-1E11
1697780,Clostridia bacterium UC5.1-1D2
1697792,Clostridia bacterium UC5.1-2F7
1697790,Clostridia bacterium UC5.1-1C12
1676162,Clostridia bacterium DTU080
1734399,Clostridia bacterium BRH_c25
1671639,Clostridia bacterium DTU025
1671641,Clostridia bacterium DTU065
46354,Thermoanaerobacter wiegelii
2325,Thermoanaerobacter kivui
54265,Carboxydothermus ferrireducens
44256,Caldanaerobius polysaccharolyticus
456330,Caldanaerobius fijiensis
1525,Moorella thermoacetica
224999,Tepidanaerobacter syntrophicus
1918496,Tepidanaerobacter sp. EBM-38
1517,Thermoanaerobacterium thermosaccharolyticum
29329,Thermoanaerobacterium xylanolyticum
1930849,Thermoanaerobacterium sp. PSU-2
29324,Caldicellulosiruptor naganoensis
52765,Caldicellulosiruptor kristjanssonii
413888,Caldicellulosiruptor hydrothermalis
291990,Thermosediminibacter oceani
1951293,Thermoanaerobacterales bacterium UBA4877
56779,Halanaerobium kushneri
54121,Halanaerobium congolense
29563,Halanaerobium salsuginis
1671624,Halothermothrix sp. DTU029
42422,Halobacteroides halobius
1413210,Orenia metallireducens
142842,Selenihalanaerobacter shriftii
244328,uncultured Clostridia bacterium
1262767,Catenibacterium sp. CAG:290
100886,Catenibacterium mitsuokai
1946520,Faecalitalea sp. UBA637
39483,Faecalitalea cylindroides
